File,Version,Rank,Name,Count
http://example.com/dbpedia_3-8,4,9,http://schema.org/MusicAlbum,112250
http://example.com/dbpedia_3-8,4,10,MF,96492
http://example.com/dbpedia_3-9,5,1,http://dbpedia.org/ontology/Person,653520
http://example.com/dbpedia_3-9,5,2,http://dbpedia.org/ontology/Place,639665
http://example.com/dbpedia_3-9,5,3,http://dbpedia.org/ontology/PopulatedPlace,427334
http://example.com/dbpedia_3-9,5,4,http://dbpedia.org/ontology/Settlement,395712
http://example.com/dbpedia_3-9,5,5,http://dbpedia.org/ontology/Work,372267
http://example.com/dbpedia_3-9,5,6,http://dbpedia.org/ontology/Species,225605
http://example.com/dbpedia_3-9,5,7,http://dbpedia.org/resource/United_States,212432
http://example.com/dbpedia_3-9,5,8,0,196255
http://example.com/dbpedia_3-9,5,9,http://dbpedia.org/resource/Animal,162463
http://example.com/dbpedia_3-9,5,10,http://dbpedia.org/ontology/Village,119860
http://example.com/dbpedia_2015-04,6,1,http://dbpedia.org/ontology/Person,452061
http://example.com/dbpedia_2015-04,6,2,0,245554
http://example.com/dbpedia_2015-04,6,3,http://dbpedia.org/ontology/Settlement,222476
http://example.com/dbpedia_2015-04,6,4,http://dbpedia.org/resource/United_States,219161
http://example.com/dbpedia_2015-04,6,5,http://dbpedia.org/resource/Animal,204681
http://example.com/dbpedia_2015-04,6,6,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,156184
http://example.com/dbpedia_2015-04,6,7,http://dbpedia.org/ontology/Village,155597
http://example.com/dbpedia_2015-04,6,8,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson,153908
http://example.com/dbpedia_2015-04,6,9,http://dbpedia.org/ontology/PersonFunction,136249
http://example.com/dbpedia_2015-04,6,10,http://dbpedia.org/resource/Arthropod,122877
http://example.com/dbpedia_2015-10,7,1,http://dbpedia.org/ontology/Person,392270
http://example.com/dbpedia_2015-10,7,2,0,303969
http://example.com/dbpedia_2015-10,7,3,http://dbpedia.org/resource/United_States,251095
http://example.com/dbpedia_2015-10,7,4,http://dbpedia.org/ontology/Settlement,238504
http://example.com/dbpedia_2015-10,7,5,http://dbpedia.org/resource/Animal,216095
http://example.com/dbpedia_2015-10,7,6,http://dbpedia.org/ontology/Village,165010
http://example.com/dbpedia_2015-10,7,7,http://dbpedia.org/ontology/PersonFunction,163571
http://example.com/dbpedia_2015-10,7,8,http://dbpedia.org/resource/Arthropod,134461
http://example.com/dbpedia_2015-10,7,9,http://dbpedia.org/resource/Insect,126027
http://example.com/dbpedia_2015-10,7,10,1,108569
http://example.com/dbpedia_2016-04,8,1,http://dbpedia.org/ontology/Person,328554
http://example.com/dbpedia_2016-04,8,2,0,315069
http://example.com/dbpedia_2016-04,8,3,http://dbpedia.org/resource/United_States,244982
http://example.com/dbpedia_2016-04,8,4,http://dbpedia.org/ontology/Settlement,242186
http://example.com/dbpedia_2016-04,8,5,http://dbpedia.org/resource/Animal,221398
http://example.com/dbpedia_2016-04,8,6,http://dbpedia.org/ontology/PersonFunction,175757
http://example.com/dbpedia_2016-04,8,7,http://dbpedia.org/ontology/Village,166959
http://example.com/dbpedia_2016-04,8,8,http://dbpedia.org/resource/Arthropod,139391
http://example.com/dbpedia_2016-04,8,9,http://dbpedia.org/resource/Insect,131126
http://example.com/dbpedia_2016-04,8,10,1,112279
http://example.com/dbpedia_2016-10,9,1,0,338273
http://example.com/dbpedia_2016-10,9,2,http://dbpedia.org/ontology/Settlement,246232
http://example.com/dbpedia_2016-10,9,3,http://dbpedia.org/resource/United_States,218476
http://example.com/dbpedia_2016-10,9,4,http://dbpedia.org/resource/Animal,190100
http://example.com/dbpedia_2016-10,9,5,http://dbpedia.org/ontology/PersonFunction,171426
http://example.com/dbpedia_2016-10,9,6,http://dbpedia.org/ontology/Village,169128
http://example.com/dbpedia_2016-10,9,7,http://dbpedia.org/resource/Arthropod,135720
http://example.com/dbpedia_2016-10,9,8,http://dbpedia.org/resource/Insect,128854
http://example.com/dbpedia_2016-10,9,9,http://dbpedia.org/ontology/Person,124587
http://example.com/dbpedia_2016-10,9,10,1,120576
http://example.com/dbpedia_2019-08,10,1,http://dbpedia.org/ontology/PersonFunction,189330
http://example.com/dbpedia_2019-08,10,2,http://dbpedia.org/ontology/Person,157819
http://example.com/dbpedia_2019-08,10,3,,153644
http://example.com/dbpedia_2019-08,10,4,http://dbpedia.org/resource/Animal,138809
http://example.com/dbpedia_2019-08,10,5,http://dbpedia.org/resource/United_States,130466
http://example.com/dbpedia_2019-08,10,6,http://dbpedia.org/ontology/Settlement,124493
http://example.com/dbpedia_2019-08,10,7,http://dbpedia.org/resource/Arthropod,108946
http://example.com/dbpedia_2019-08,10,8,http://dbpedia.org/resource/Insect,102211
http://example.com/dbpedia_2019-08,10,9,http://dbpedia.org/ontology/Village,81646
http://example.com/dbpedia_2019-08,10,10,,76598
http://example.com/dbpedia_2019-09,11,1,http://dbpedia.org/ontology/PersonFunction,190130
http://example.com/dbpedia_2019-09,11,2,http://dbpedia.org/ontology/Person,158408
http://example.com/dbpedia_2019-09,11,3,,155116
http://example.com/dbpedia_2019-09,11,4,http://dbpedia.org/resource/Animal,138809
http://example.com/dbpedia_2019-09,11,5,http://dbpedia.org/resource/United_States,130466
http://example.com/dbpedia_2019-09,11,6,http://dbpedia.org/ontology/Settlement,124324
http://example.com/dbpedia_2019-09,11,7,http://dbpedia.org/resource/Arthropod,108946
http://example.com/dbpedia_2019-09,11,8,http://dbpedia.org/resource/Insect,102211
http://example.com/dbpedia_2019-09,11,9,http://dbpedia.org/ontology/Village,82451
http://example.com/dbpedia_2019-09,11,10,,77098
http://example.com/wiki_20140526,0,1,http://www.wikidata.org/entity/Q7432,1592949
http://example.com/wiki_20140526,0,2,http://www.wikidata.org/entity/Q6581097,1496798
http://example.com/wiki_20140526,0,3,http://www.wikidata.org/entity/Q2,1322340
http://example.com/wiki_20140526,0,4,http://www.wikidata.org/entity/Q5,777692
http://example.com/wiki_20140526,0,5,http://www.wikidata.org/entity/Q148,753493
http://example.com/wiki_20140526,0,6,0.001,491361
http://example.com/wiki_20140526,0,7,http://www.wikidata.org/entity/Q618123,440277
http://example.com/wiki_20140526,0,8,http://www.wikidata.org/entity/Q30,317979
http://example.com/wiki_20140526,0,9,0.0001,288421
http://example.com/wiki_20140526,0,10,http://www.wikidata.org/entity/Q183,280997
http://example.com/wiki_20140804,1,1,http://www.wikidata.org/entity/Q6581097,1859816
http://example.com/wiki_20140804,1,2,http://www.wikidata.org/entity/Q7432,1680885
http://example.com/wiki_20140804,1,3,http://www.wikidata.org/entity/Q2,1576837
http://example.com/wiki_20140804,1,4,http://www.wikidata.org/entity/Q5,1159316
http://example.com/wiki_20140804,1,5,http://www.wikidata.org/entity/Q148,754212
http://example.com/wiki_20140804,1,6,0.001,500209
http://example.com/wiki_20140804,1,7,http://www.wikidata.org/entity/Q30,399453
http://example.com/wiki_20140804,1,8,http://www.wikidata.org/entity/Q6581072,343255
http://example.com/wiki_20140804,1,9,0.0001,330949
http://example.com/wiki_20140804,1,10,http://www.wikidata.org/entity/Q183,289942
http://example.com/wiki_20141110,2,1,http://www.wikidata.org/entity/Q6581097,1978731
http://example.com/wiki_20141110,2,2,http://www.wikidata.org/entity/Q2,1745880
http://example.com/wiki_20141110,2,3,http://www.wikidata.org/entity/Q7432,1717726
http://example.com/wiki_20141110,2,4,http://www.wikidata.org/entity/Q5,1312168
http://example.com/wiki_20141110,2,5,http://www.wikidata.org/entity/Q148,756950
http://example.com/wiki_20141110,2,6,http://www.wikidata.org/entity/Q30,428783
http://example.com/wiki_20141110,2,7,0.000277777,379526
http://example.com/wiki_20141110,2,8,http://www.wikidata.org/entity/Q6581072,370087
http://example.com/wiki_20141110,2,9,0.0001,330855
http://example.com/wiki_20141110,2,10,http://www.wikidata.org/entity/Q183,295479
http://example.com/wiki_20150223,3,1,http://www.wikidata.org/entity/Q6581097,2135622
http://example.com/wiki_20150223,3,2,http://www.wikidata.org/entity/Q2,1991562
http://example.com/wiki_20150223,3,3,http://www.wikidata.org/entity/Q7432,1721672
http://example.com/wiki_20150223,3,4,http://www.wikidata.org/entity/Q5,1439961
http://example.com/wiki_20150223,3,5,http://www.wikidata.org/entity/Q148,758713
http://example.com/wiki_20150223,3,6,http://www.wikidata.org/entity/Q30,510170
http://example.com/wiki_20150223,3,7,http://www.wikidata.org/entity/Q6581072,395638
http://example.com/wiki_20150223,3,8,0.000277778,376190
http://example.com/wiki_20150223,3,9,0.0001,330627
http://example.com/wiki_20150223,3,10,http://www.wikidata.org/entity/Q183,318178
http://example.com/wiki_20150601,4,1,http://www.wikidata.org/entity/Q6581097,2222154
http://example.com/wiki_20150601,4,2,http://www.wikidata.org/entity/Q2,2116499
http://example.com/wiki_20150601,4,3,http://www.wikidata.org/entity/Q7432,1737342
http://example.com/wiki_20150601,4,4,http://www.wikidata.org/entity/Q5,1518178
http://example.com/wiki_20150601,4,5,http://www.wikidata.org/entity/Q148,761962
http://example.com/wiki_20150601,4,6,http://www.wikidata.org/entity/Q30,532072
http://example.com/wiki_20150601,4,7,http://www.wikidata.org/entity/Q6581072,416732
http://example.com/wiki_20150601,4,8,1e-06,402327
http://example.com/wiki_20150601,4,9,http://www.wikidata.org/entity/Q55,392607
http://example.com/wiki_20150601,4,10,0.000277778,377555
http://example.com/wiki_20150817,5,1,http://www.wikidata.org/entity/Q6581097,2267110
http://example.com/wiki_20150817,5,2,http://www.wikidata.org/entity/Q2,2175230
http://example.com/wiki_20150817,5,3,http://www.wikidata.org/entity/Q7432,1744231
http://example.com/wiki_20150817,5,4,http://www.wikidata.org/entity/Q5,1602091
http://example.com/wiki_20150817,5,5,http://www.wikidata.org/entity/Q148,763672
http://example.com/wiki_20150817,5,6,http://www.wikidata.org/entity/Q30,600413
http://example.com/wiki_20150817,5,7,http://www.wikidata.org/entity/Q6581072,428045
http://example.com/wiki_20150817,5,8,1e-06,419754
http://example.com/wiki_20150817,5,9,http://www.wikidata.org/entity/Q55,394296
http://example.com/wiki_20150817,5,10,0.000277778,386611
http://example.com/wiki_20151012,6,1,http://www.wikidata.org/entity/Q6581097,2320970
http://example.com/wiki_20151012,6,2,http://www.wikidata.org/entity/Q2,2308518
http://example.com/wiki_20151012,6,3,http://www.wikidata.org/entity/Q7432,1746602
http://example.com/wiki_20151012,6,4,http://www.wikidata.org/entity/Q5,1675010
http://example.com/wiki_20151012,6,5,http://www.wikidata.org/entity/Q148,770029
http://example.com/wiki_20151012,6,6,http://www.wikidata.org/entity/Q30,627219
http://example.com/wiki_20151012,6,7,http://www.wikidata.org/entity/Q6581072,439873
http://example.com/wiki_20151012,6,8,1e-06,422521
http://example.com/wiki_20151012,6,9,0.000277778,401648
http://example.com/wiki_20151012,6,10,http://www.wikidata.org/entity/Q55,396563
http://example.com/wiki_20151228,7,1,http://www.wikidata.org/entity/Q6581097,1634773
http://example.com/wiki_20151228,7,2,http://www.wikidata.org/entity/Q2,1551703
http://example.com/wiki_20151228,7,3,http://www.wikidata.org/entity/Q7432,1154292
http://example.com/wiki_20151228,7,4,http://www.wikidata.org/entity/Q5,1147296
http://example.com/wiki_20151228,7,5,http://www.wikidata.org/entity/Q30,498142
http://example.com/wiki_20151228,7,6,http://www.wikidata.org/entity/Q148,441928
http://example.com/wiki_20151228,7,7,0.000277778,309106
http://example.com/wiki_20151228,7,8,http://www.wikidata.org/entity/Q6581072,308943
http://example.com/wiki_20151228,7,9,http://www.wikidata.org/entity/Q183,264636
http://example.com/wiki_20151228,7,10,0.0001,244642
http://example.com/wiki_20160328,8,1,http://www.wikidata.org/entity/Q6581097,2432703
http://example.com/wiki_20160328,8,2,http://www.wikidata.org/entity/Q2,2393120
http://example.com/wiki_20160328,8,3,http://www.wikidata.org/entity/Q5,1893953
http://example.com/wiki_20160328,8,4,http://www.wikidata.org/entity/Q7432,1831670
http://example.com/wiki_20160328,8,5,http://www.wikidata.org/entity/Q148,779099
http://example.com/wiki_20160328,8,6,http://www.wikidata.org/entity/Q30,776789
http://example.com/wiki_20160328,8,7,http://www.wikidata.org/entity/Q7187,508251
http://example.com/wiki_20160328,8,8,http://www.wikidata.org/entity/Q6581072,467614
http://example.com/wiki_20160328,8,9,1e-06,446729
http://example.com/wiki_20160328,8,10,0.000277778,430643
http://example.com/wiki_20160621,9,1,http://www.wikidata.org/entity/Q2,2609478
http://example.com/wiki_20160621,9,2,http://www.wikidata.org/entity/Q6581097,2507591
http://example.com/wiki_20160621,9,3,http://www.wikidata.org/entity/Q5,1974100
http://example.com/wiki_20160621,9,4,http://www.wikidata.org/entity/Q7432,1855029
http://example.com/wiki_20160621,9,5,http://www.wikidata.org/entity/Q30,787596
http://example.com/wiki_20160621,9,6,http://www.wikidata.org/entity/Q148,780151
http://example.com/wiki_20160621,9,7,1e-06,644342
http://example.com/wiki_20160621,9,8,http://www.wikidata.org/entity/Q7187,602311
http://example.com/wiki_20160621,9,9,http://www.wikidata.org/entity/Q6581072,487159
http://example.com/wiki_20160621,9,10,0.000277778,435444
http://example.com/wiki_20160801,10,1,http://www.wikidata.org/entity/Q2,2650856
http://example.com/wiki_20160801,10,2,http://www.wikidata.org/entity/Q6581097,2530274
http://example.com/wiki_20160801,10,3,http://www.wikidata.org/entity/Q5,2001781
http://example.com/wiki_20160801,10,4,http://www.wikidata.org/entity/Q7432,1862055
http://example.com/wiki_20160801,10,5,http://www.wikidata.org/entity/Q30,794984
http://example.com/wiki_20160801,10,6,http://www.wikidata.org/entity/Q148,782014
http://example.com/wiki_20160801,10,7,1e-06,682714
http://example.com/wiki_20160801,10,8,http://www.wikidata.org/entity/Q7187,602240
http://example.com/wiki_20160801,10,9,http://www.wikidata.org/entity/Q6581072,494388
http://example.com/wiki_20160801,10,10,0.000277778,436678
